AC No	Enroll No	Name	Auto Assign	InOut	VerifyCode	Door/Device	Time
179	3	"ARSHIN ALBAB"	1	1	1	MainDoor	2026-11-17 19:01:19
180	4	"SUBRAMANYA"	1	0	1	MainDoor	2026-11-17 17:37:09
180	4	"SUBRAMANYA"	1	1	1	MainDoor	2026-11-17 17:37:09
181	5	"SURESH"	1	0	1	MainDoor	2026-11-17 18:41:26
181	5	"SURESH"	1	1	1	MainDoor	2026-11-17 18:41:26
182	6	"SAI KIRAN"	1	0	1	MainDoor	2026-11-17 19:07:47
182	6	"SAI KIRAN"	1	1	1	MainDoor	2026-11-17 19:07:47
183	7	"KARTHIKEYAN"	1	0	1	MainDoor	2026-11-17 17:03:24
183	7	"KARTHIKEYAN"	1	1	1	MainDoor	2026-11-17 17:03:24
184	8	"JEEVAN"	1	0	1	MainDoor	2026-11-17 19:22:55
184	8	"JEEVAN"	1	1	1	MainDoor	2026-11-17 19:22:55
185	9	"MOHITH"	1	0	1	MainDoor	2026-11-17 17:26:32
185	9	"MOHITH"	1	1	1	MainDoor	2026-11-17 17:26:32
186	10	"RACHITH M R"	1	0	1	MainDoor	2026-11-17 18:01:44
186	10	"RACHITH M R"	1	1	1	MainDoor	2026-11-17 18:01:44
187	11	"ABHISHEK"	1	0	1	MainDoor	2026-11-17 18:39:53
187	11	"ABHISHEK"	1	1	1	MainDoor	2026-11-17 18:39:53
188	12	"PRITHESH"	1	0	1	MainDoor	2026-11-17 19:13:17
188	12	"PRITHESH"	1	1	1	MainDoor	2026-11-17 19:13:17
189	13	"GAUTHAM"	1	0	1	MainDoor	2026-11-17 19:41:46
189	13	"GAUTHAM"	1	1	1	MainDoor	2026-11-17 19:41:46
190	14	"AKASH"	1	0	1	MainDoor	2026-11-17 17:50:45
190	14	"AKASH"	1	1	1	MainDoor	2026-11-17 17:50:45
191	16	"T"	1	0	1	MainDoor	2026-11-17 18:00:24
191	16	"T"	1	1	1	MainDoor	2026-11-17 18:00:24
192	17	"SUBRAMANYA K P"	1	0	1	MainDoor	2026-11-17 16:54:19
192	17	"SUBRAMANYA K P"	1	1	1	MainDoor	2026-11-17 16:54:19
193	1	"RACHITH"	1	0	1	MainDoor	2026-11-18 18:55:43
193	1	"RACHITH"	1	1	1	MainDoor	2026-11-18 18:55:43
194	2	"ASHOKA KIRAN"	1	0	1	MainDoor	2026-11-18 19:10:28
194	2	"ASHOKA KIRAN"	1	1	1	MainDoor	2026-11-18 19:10:28
195	3	"ARSHIN ALBAB"	1	0	1	MainDoor	2026-11-18 16:27:57
195	3	"ARSHIN ALBAB"	1	1	1	MainDoor	2026-11-18 16:27:57
196	4	"SUBRAMANYA"	1	0	1	MainDoor	2026-11-18 19:35:21
196	4	"SUBRAMANYA"	1	1	1	MainDoor	2026-11-18 19:35:21
197	5	"SURESH"	1	0	1	MainDoor	2026-11-18 19:54:12
197	5	"SURESH"	1	1	1	MainDoor	2026-11-18 19:54:12
198	6	"SAI KIRAN"	1	0	1	MainDoor	2026-11-18 19:35:55
198	6	"SAI KIRAN"	1	1	1	MainDoor	2026-11-18 19:35:55
199	7	"KARTHIKEYAN"	1	0	1	MainDoor	2026-11-18 18:37:19
199	7	"KARTHIKEYAN"	1	1	1	MainDoor	2026-11-18 18:37:19
200	8	"JEEVAN"	1	0	1	MainDoor	2026-11-18 18:05:24
200	8	"JEEVAN"	1	1	1	MainDoor	2026-11-18 18:05:24
201	9	"MOHITH"	1	0	1	MainDoor	2026-11-18 19:06:20
201	9	"MOHITH"	1	1	1	MainDoor	2026-11-18 19:06:20
202	10	"RACHITH M R"	1	0	1	MainDoor	2026-11-18 17:52:17
202	10	"RACHITH M R"	1	1	1	MainDoor	2026-11-18 17:52:17
203	11	"ABHISHEK"	1	0	1	MainDoor	2026-11-18 17:23:15
203	11	"ABHISHEK"	1	1	1	MainDoor	2026-11-18 17:23:15
204	12	"PRITHESH"	1	0	1	MainDoor	2026-11-18 17:03:37
204	12	"PRITHESH"	1	1	1	MainDoor	2026-11-18 17:03:37
205	13	"GAUTHAM"	1	0	1	MainDoor	2026-11-18 18:20:38
205	13	"GAUTHAM"	1	1	1	MainDoor	2026-11-18 18:20:38
206	14	"AKASH"	1	0	1	MainDoor	2026-11-18 16:00:26
206	14	"AKASH"	1	1	1	MainDoor	2026-11-18 16:00:26
207	16	"T"	1	0	1	MainDoor	2026-11-18 16:13:24
207	16	"T"	1	1	1	MainDoor	2026-11-18 16:13:24
208	17	"SUBRAMANYA K P"	1	0	1	MainDoor	2026-11-18 17:22:30
208	17	"SUBRAMANYA K P"	1	1	1	MainDoor	2026-11-18 17:22:30
209	1	"RACHITH"	1	0	1	MainDoor	2026-11-19 17:35:10
209	1	"RACHITH"	1	1	1	MainDoor	2026-11-19 17:35:10
210	2	"ASHOKA KIRAN"	1	0	1	MainDoor	2026-11-19 18:30:40
210	2	"ASHOKA KIRAN"	1	1	1	MainDoor	2026-11-19 18:30:40
211	3	"ARSHIN ALBAB"	1	0	1	MainDoor	2026-11-19 17:02:09
211	3	"ARSHIN ALBAB"	1	1	1	MainDoor	2026-11-19 17:02:09
212	4	"SUBRAMANYA"	1	0	1	MainDoor	2026-11-19 18:08:09
212	4	"SUBRAMANYA"	1	1	1	MainDoor	2026-11-19 18:08:09
213	5	"SURESH"	1	0	1	MainDoor	2026-11-19 19:35:27
213	5	"SURESH"	1	1	1	MainDoor	2026-11-19 19:35:27
214	6	"SAI KIRAN"	1	0	1	MainDoor	2026-11-19 17:22:49
214	6	"SAI KIRAN"	1	1	1	MainDoor	2026-11-19 17:22:49
215	7	"KARTHIKEYAN"	1	0	1	MainDoor	2026-11-19 18:20:50
215	7	"KARTHIKEYAN"	1	1	1	MainDoor	2026-11-19 18:20:50
216	8	"JEEVAN"	1	0	1	MainDoor	2026-11-19 19:32:06
216	8	"JEEVAN"	1	1	1	MainDoor	2026-11-19 19:32:06
217	9	"MOHITH"	1	0	1	MainDoor	2026-11-19 16:26:38
217	9	"MOHITH"	1	1	1	MainDoor	2026-11-19 16:26:38
218	10	"RACHITH M R"	1	0	1	MainDoor	2026-11-19 19:09:08
218	10	"RACHITH M R"	1	1	1	MainDoor	2026-11-19 19:09:08
219	11	"ABHISHEK"	1	0	1	MainDoor	2026-11-19 17:46:12
219	11	"ABHISHEK"	1	1	1	MainDoor	2026-11-19 17:46:12
220	12	"PRITHESH"	1	0	1	MainDoor	2026-11-19 18:14:20
220	12	"PRITHESH"	1	1	1	MainDoor	2026-11-19 18:14:20
221	13	"GAUTHAM"	1	0	1	MainDoor	2026-11-19 17:50:56
221	13	"GAUTHAM"	1	1	1	MainDoor	2026-11-19 17:50:56
222	14	"AKASH"	1	0	1	MainDoor	2026-11-19 19:39:25
222	14	"AKASH"	1	1	1	MainDoor	2026-11-19 19:39:25
223	16	"T"	1	0	1	MainDoor	2026-11-19 19:49:57
223	16	"T"	1	1	1	MainDoor	2026-11-19 19:49:57
224	17	"SUBRAMANYA K P"	1	0	1	MainDoor	2026-11-19 18:25:19
224	17	"SUBRAMANYA K P"	1	1	1	MainDoor	2026-11-19 18:25:19
225	1	"RACHITH"	1	0	1	MainDoor	2026-11-20 17:11:56
225	1	"RACHITH"	1	1	1	MainDoor	2026-11-20 17:11:56
226	2	"ASHOKA KIRAN"	1	0	1	MainDoor	2026-11-20 18:32:35
226	2	"ASHOKA KIRAN"	1	1	1	MainDoor	2026-11-20 18:32:35
227	6	"SAI KIRAN"	1	0	1	MainDoor	2026-11-20 19:39:08
227	6	"SAI KIRAN"	1	1	1	MainDoor	2026-11-20 19:39:08
228	7	"KARTHIKEYAN"	1	0	1	MainDoor	2026-11-20 17:53:25
228	7	"KARTHIKEYAN"	1	1	1	MainDoor	2026-11-20 17:53:25
229	8	"JEEVAN"	1	0	1	MainDoor	2026-11-20 19:51:01
229	8	"JEEVAN"	1	1	1	MainDoor	2026-11-20 19:51:01
230	9	"MOHITH"	1	0	1	MainDoor	2026-11-20 19:09:54
230	9	"MOHITH"	1	1	1	MainDoor	2026-11-20 19:09:54
231	10	"RACHITH M R"	1	0	1	MainDoor	2026-11-20 19:14:56
231	10	"RACHITH M R"	1	1	1	MainDoor	2026-11-20 19:14:56
232	11	"ABHISHEK"	1	0	1	MainDoor	2026-11-20 17:44:49
232	11	"ABHISHEK"	1	1	1	MainDoor	2026-11-20 17:44:49
233	12	"PRITHESH"	1	0	1	MainDoor	2026-11-20 19:47:01
233	12	"PRITHESH"	1	1	1	MainDoor	2026-11-20 19:47:01
234	13	"GAUTHAM"	1	0	1	MainDoor	2026-11-20 18:26:18
234	13	"GAUTHAM"	1	1	1	MainDoor	2026-11-20 18:26:18
235	14	"AKASH"	1	0	1	MainDoor	2026-11-20 18:50:04
235	14	"AKASH"	1	1	1	MainDoor	2026-11-20 18:50:04
236	16	"T"	1	0	1	MainDoor	2026-11-20 19:51:27
236	16	"T"	1	1	1	MainDoor	2026-11-20 19:51:27
237	17	"SUBRAMANYA K P"	1	0	1	MainDoor	2026-11-20 17:04:29
237	17	"SUBRAMANYA K P"	1	1	1	MainDoor	2026-11-20 17:04:29
238	8	"JEEVAN"	1	0	1	MainDoor	2026-11-21 19:01:21
238	8	"JEEVAN"	1	1	1	MainDoor	2026-11-21 19:01:21
239	2	"ASHOKA KIRAN"	1	0	1	MainDoor	2026-11-22 18:18:54
239	2	"ASHOKA KIRAN"	1	1	1	MainDoor	2026-11-22 18:18:54
240	6	"SAI KIRAN"	1	0	1	MainDoor	2026-11-22 18:09:48
240	6	"SAI KIRAN"	1	1	1	MainDoor	2026-11-22 18:09:48
241	1	"RACHITH"	1	0	1	MainDoor	2026-11-23 18:34:04
241	1	"RACHITH"	1	1	1	MainDoor	2026-11-23 18:34:04
242	2	"ASHOKA KIRAN"	1	0	1	MainDoor	2026-11-23 17:03:37
242	2	"ASHOKA KIRAN"	1	1	1	MainDoor	2026-11-23 17:03:37
243	3	"ARSHIN ALBAB"	1	0	1	MainDoor	2026-11-23 19:54:52
243	3	"ARSHIN ALBAB"	1	1	1	MainDoor	2026-11-23 19:54:52
244	4	"SUBRAMANYA"	1	0	1	MainDoor	2026-11-23 19:05:30
244	4	"SUBRAMANYA"	1	1	1	MainDoor	2026-11-23 19:05:30
245	5	"SURESH"	1	0	1	MainDoor	2026-11-23 19:10:11
245	5	"SURESH"	1	1	1	MainDoor	2026-11-23 19:10:11
246	6	"SAI KIRAN"	1	0	1	MainDoor	2026-11-23 17:33:13
246	6	"SAI KIRAN"	1	1	1	MainDoor	2026-11-23 17:33:13
247	7	"KARTHIKEYAN"	1	0	1	MainDoor	2026-11-23 17:49:47
247	7	"KARTHIKEYAN"	1	1	1	MainDoor	2026-11-23 17:49:47
248	8	"JEEVAN"	1	0	1	MainDoor	2026-11-23 17:33:30
248	8	"JEEVAN"	1	1	1	MainDoor	2026-11-23 17:33:30
249	10	"RACHITH M R"	1	0	1	MainDoor	2026-11-23 17:24:41
249	10	"RACHITH M R"	1	1	1	MainDoor	2026-11-23 17:24:41
250	12	"PRITHESH"	1	0	1	MainDoor	2026-11-23 18:14:04
250	12	"PRITHESH"	1	1	1	MainDoor	2026-11-23 18:14:04
251	13	"GAUTHAM"	1	0	1	MainDoor	2026-11-23 19:28:55
251	13	"GAUTHAM"	1	1	1	MainDoor	2026-11-23 19:28:55
252	14	"AKASH"	1	0	1	MainDoor	2026-11-23 18:07:14
252	14	"AKASH"	1	1	1	MainDoor	2026-11-23 18:07:14
253	16	"T"	1	0	1	MainDoor	2026-11-23 19:43:42
253	16	"T"	1	1	1	MainDoor	2026-11-23 19:43:42
254	17	"SUBRAMANYA K P"	1	0	1	MainDoor	2026-11-23 19:50:18
254	17	"SUBRAMANYA K P"	1	1	1	MainDoor	2026-11-23 19:50:18
255	1	"RACHITH"	1	0	1	MainDoor	2026-11-24 16:32:03
255	1	"RACHITH"	1	1	1	MainDoor	2026-11-24 16:32:03
256	2	"ASHOKA KIRAN"	1	0	1	MainDoor	2026-11-24 18:03:21
256	2	"ASHOKA KIRAN"	1	1	1	MainDoor	2026-11-24 18:03:21
257	3	"ARSHIN ALBAB"	1	0	1	MainDoor	2026-11-24 19:43:48
257	3	"ARSHIN ALBAB"	1	1	1	MainDoor	2026-11-24 19:43:48
258	4	"SUBRAMANYA"	1	0	1	MainDoor	2026-11-24 17:00:04
258	4	"SUBRAMANYA"	1	1	1	MainDoor	2026-11-24 17:00:04
259	5	"SURESH"	1	0	1	MainDoor	2026-11-24 18:58:44
259	5	"SURESH"	1	1	1	MainDoor	2026-11-24 18:58:44
260	6	"SAI KIRAN"	1	0	1	MainDoor	2026-11-24 19:54:19
260	6	"SAI KIRAN"	1	1	1	MainDoor	2026-11-24 19:54:19
261	7	"KARTHIKEYAN"	1	0	1	MainDoor	2026-11-24 18:40:22
261	7	"KARTHIKEYAN"	1	1	1	MainDoor	2026-11-24 18:40:22
262	8	"JEEVAN"	1	0	1	MainDoor	2026-11-24 16:08:15
262	8	"JEEVAN"	1	1	1	MainDoor	2026-11-24 16:08:15
263	9	"MOHITH"	1	0	1	MainDoor	2026-11-24 19:40:04
263	9	"MOHITH"	1	1	1	MainDoor	2026-11-24 19:40:04
264	10	"RACHITH M R"	1	0	1	MainDoor	2026-11-24 19:32:26
264	10	"RACHITH M R"	1	1	1	MainDoor	2026-11-24 19:32:26
265	11	"ABHISHEK"	1	0	1	MainDoor	2026-11-24 16:46:38
265	11	"ABHISHEK"	1	1	1	MainDoor	2026-11-24 16:46:38
266	12	"PRITHESH"	1	0	1	MainDoor	2026-11-24 18:25:51
266	12	"PRITHESH"	1	1	1	MainDoor	2026-11-24 18:25:51
267	13	"GAUTHAM"	1	0	1	MainDoor	2026-11-24 17:03:23
267	13	"GAUTHAM"	1	1	1	MainDoor	2026-11-24 17:03:23
268	14	"AKASH"	1	0	1	MainDoor	2026-11-24 19:17:26
268	14	"AKASH"	1	1	1	MainDoor	2026-11-24 19:17:26
269	16	"T"	1	0	1	MainDoor	2026-11-24 19:32:53
269	16	"T"	1	1	1	MainDoor	2026-11-24 19:32:53
270	17	"SUBRAMANYA K P"	1	0	1	MainDoor	2026-11-24 19:08:23
270	17	"SUBRAMANYA K P"	1	1	1	MainDoor	2026-11-24 19:08:23
271	1	"RACHITH"	1	0	1	MainDoor	2026-11-25 19:52:08
271	1	"RACHITH"	1	1	1	MainDoor	2026-11-25 19:52:08
272	2	"ASHOKA KIRAN"	1	0	1	MainDoor	2026-11-25 18:36:52
272	2	"ASHOKA KIRAN"	1	1	1	MainDoor	2026-11-25 18:36:52
273	3	"ARSHIN ALBAB"	1	0	1	MainDoor	2026-11-25 17:52:24
273	3	"ARSHIN ALBAB"	1	1	1	MainDoor	2026-11-25 17:52:24
274	4	"SUBRAMANYA"	1	0	1	MainDoor	2026-11-25 17:16:03
274	4	"SUBRAMANYA"	1	1	1	MainDoor	2026-11-25 17:16:03
275	5	"SURESH"	1	0	1	MainDoor	2026-11-25 17:32:22
275	5	"SURESH"	1	1	1	MainDoor	2026-11-25 17:32:22
276	6	"SAI KIRAN"	1	0	1	MainDoor	2026-11-25 18:18:30
276	6	"SAI KIRAN"	1	1	1	MainDoor	2026-11-25 18:18:30
277	7	"KARTHIKEYAN"	1	0	1	MainDoor	2026-11-25 19:26:40
277	7	"KARTHIKEYAN"	1	1	1	MainDoor	2026-11-25 19:26:40
278	8	"JEEVAN"	1	0	1	MainDoor	2026-11-25 19:07:44
278	8	"JEEVAN"	1	1	1	MainDoor	2026-11-25 19:07:44
279	9	"MOHITH"	1	0	1	MainDoor	2026-11-25 19:31:08
279	9	"MOHITH"	1	1	1	MainDoor	2026-11-25 19:31:08
280	10	"RACHITH M R"	1	0	1	MainDoor	2026-11-25 17:42:39
280	10	"RACHITH M R"	1	1	1	MainDoor	2026-11-25 17:42:39
281	11	"ABHISHEK"	1	0	1	MainDoor	2026-11-25 19:40:55
281	11	"ABHISHEK"	1	1	1	MainDoor	2026-11-25 19:40:55
282	12	"PRITHESH"	1	0	1	MainDoor	2026-11-25 17:51:33
282	12	"PRITHESH"	1	1	1	MainDoor	2026-11-25 17:51:33
283	13	"GAUTHAM"	1	0	1	MainDoor	2026-11-25 19:40:06
283	13	"GAUTHAM"	1	1	1	MainDoor	2026-11-25 19:40:06
284	14	"AKASH"	1	0	1	MainDoor	2026-11-25 19:48:23
284	14	"AKASH"	1	1	1	MainDoor	2026-11-25 19:48:23
285	16	"T"	1	0	1	MainDoor	2026-11-25 18:41:23
285	16	"T"	1	1	1	MainDoor	2026-11-25 18:41:23
286	17	"SUBRAMANYA K P"	1	0	1	MainDoor	2026-11-25 17:33:52
286	17	"SUBRAMANYA K P"	1	1	1	MainDoor	2026-11-25 17:33:52
287	1	"RACHITH"	1	0	1	MainDoor	2026-11-26 17:32:25
287	1	"RACHITH"	1	1	1	MainDoor	2026-11-26 17:32:25
288	2	"ASHOKA KIRAN"	1	0	1	MainDoor	2026-11-26 18:28:38
288	2	"ASHOKA KIRAN"	1	1	1	MainDoor	2026-11-26 18:28:38
289	3	"ARSHIN ALBAB"	1	0	1	MainDoor	2026-11-26 17:53:32
289	3	"ARSHIN ALBAB"	1	1	1	MainDoor	2026-11-26 17:53:32
290	4	"SUBRAMANYA"	1	0	1	MainDoor	2026-11-26 17:21:13
290	4	"SUBRAMANYA"	1	1	1	MainDoor	2026-11-26 17:21:13
291	5	"SURESH"	1	0	1	MainDoor	2026-11-26 17:12:43
291	5	"SURESH"	1	1	1	MainDoor	2026-11-26 17:12:43
292	6	"SAI KIRAN"	1	0	1	MainDoor	2026-11-26 17:42:26
292	6	"SAI KIRAN"	1	1	1	MainDoor	2026-11-26 17:42:26
293	7	"KARTHIKEYAN"	1	0	1	MainDoor	2026-11-26 17:16:34
293	7	"KARTHIKEYAN"	1	1	1	MainDoor	2026-11-26 17:16:34
294	8	"JEEVAN"	1	0	1	MainDoor	2026-11-26 19:23:21
294	8	"JEEVAN"	1	1	1	MainDoor	2026-11-26 19:23:21
295	9	"MOHITH"	1	0	1	MainDoor	2026-11-26 18:38:07
295	9	"MOHITH"	1	1	1	MainDoor	2026-11-26 18:38:07
296	10	"RACHITH M R"	1	0	1	MainDoor	2026-11-26 18:51:56
296	10	"RACHITH M R"	1	1	1	MainDoor	2026-11-26 18:51:56
297	11	"ABHISHEK"	1	0	1	MainDoor	2026-11-26 17:17:34
297	11	"ABHISHEK"	1	1	1	MainDoor	2026-11-26 17:17:34
298	12	"PRITHESH"	1	0	1	MainDoor	2026-11-26 18:17:27
298	12	"PRITHESH"	1	1	1	MainDoor	2026-11-26 18:17:27
299	13	"GAUTHAM"	1	0	1	MainDoor	2026-11-26 19:29:33
299	13	"GAUTHAM"	1	1	1	MainDoor	2026-11-26 19:29:33
300	14	"AKASH"	1	0	1	MainDoor	2026-11-26 16:59:54
300	14	"AKASH"	1	1	1	MainDoor	2026-11-26 16:59:54
301	16	"T"	1	0	1	MainDoor	2026-11-26 18:27:17
301	16	"T"	1	1	1	MainDoor	2026-11-26 18:27:17
302	17	"SUBRAMANYA K P"	1	0	1	MainDoor	2026-11-26 17:32:02
302	17	"SUBRAMANYA K P"	1	1	1	MainDoor	2026-11-26 17:32:02
303	1	"RACHITH"	1	0	1	MainDoor	2026-11-27 17:17:44
303	1	"RACHITH"	1	1	1	MainDoor	2026-11-27 17:17:44
304	2	"ASHOKA KIRAN"	1	0	1	MainDoor	2026-11-27 18:31:15
304	2	"ASHOKA KIRAN"	1	1	1	MainDoor	2026-11-27 18:31:15
305	3	"ARSHIN ALBAB"	1	0	1	MainDoor	2026-11-27 19:41:49
305	3	"ARSHIN ALBAB"	1	1	1	MainDoor	2026-11-27 19:41:49
306	4	"SUBRAMANYA"	1	0	1	MainDoor	2026-11-27 17:28:29
306	4	"SUBRAMANYA"	1	1	1	MainDoor	2026-11-27 17:28:29
307	5	"SURESH"	1	0	1	MainDoor	2026-11-27 19:57:58
307	5	"SURESH"	1	1	1	MainDoor	2026-11-27 19:57:58
308	6	"SAI KIRAN"	1	0	1	MainDoor	2026-11-27 18:34:26
308	6	"SAI KIRAN"	1	1	1	MainDoor	2026-11-27 18:34:26
309	7	"KARTHIKEYAN"	1	0	1	MainDoor	2026-11-27 17:16:02
309	7	"KARTHIKEYAN"	1	1	1	MainDoor	2026-11-27 17:16:02
310	8	"JEEVAN"	1	0	1	MainDoor	2026-11-27 19:00:44
310	8	"JEEVAN"	1	1	1	MainDoor	2026-11-27 19:00:44
311	10	"RACHITH M R"	1	0	1	MainDoor	2026-11-27 17:26:40
311	10	"RACHITH M R"	1	1	1	MainDoor	2026-11-27 17:26:40
312	11	"ABHISHEK"	1	0	1	MainDoor	2026-11-27 18:10:44
312	11	"ABHISHEK"	1	1	1	MainDoor	2026-11-27 18:10:44
313	12	"PRITHESH"	1	0	1	MainDoor	2026-11-27 17:36:01
313	12	"PRITHESH"	1	1	1	MainDoor	2026-11-27 17:36:01
314	13	"GAUTHAM"	1	0	1	MainDoor	2026-11-27 19:50:30
314	13	"GAUTHAM"	1	1	1	MainDoor	2026-11-27 19:50:30
315	14	"AKASH"	1	0	1	MainDoor	2026-11-27 18:01:29
315	14	"AKASH"	1	1	1	MainDoor	2026-11-27 18:01:29
316	16	"T"	1	0	1	MainDoor	2026-11-27 19:15:44
316	16	"T"	1	1	1	MainDoor	2026-11-27 19:15:44
317	17	"SUBRAMANYA K P"	1	0	1	MainDoor	2026-11-27 19:00:03
317	17	"SUBRAMANYA K P"	1	1	1	MainDoor	2026-11-27 19:00:03
318	11	"ABHISHEK"	1	0	1	MainDoor	2026-11-28 17:49:53
318	11	"ABHISHEK"	1	1	1	MainDoor	2026-11-28 17:49:53
319	14	"AKASH"	1	0	1	MainDoor	2026-11-28 16:39:32
319	14	"AKASH"	1	1	1	MainDoor	2026-11-28 16:39:32
320	8	"JEEVAN"	1	0	1	MainDoor	2026-11-29 17:29:58
320	8	"JEEVAN"	1	1	1	MainDoor	2026-11-29 17:29:58
321	10	"RACHITH M R"	1	0	1	MainDoor	2026-11-29 17:13:14
321	10	"RACHITH M R"	1	1	1	MainDoor	2026-11-29 17:13:14
322	12	"PRITHESH"	1	0	1	MainDoor	2026-11-29 19:38:48
322	12	"PRITHESH"	1	1	1	MainDoor	2026-11-29 19:38:48
323	1	"RACHITH"	1	0	1	MainDoor	2026-11-30 19:18:03
323	1	"RACHITH"	1	1	1	MainDoor	2026-11-30 19:18:03
324	2	"ASHOKA KIRAN"	1	0	1	MainDoor	2026-11-30 19:29:13
324	2	"ASHOKA KIRAN"	1	1	1	MainDoor	2026-11-30 19:29:13
325	3	"ARSHIN ALBAB"	1	0	1	MainDoor	2026-11-30 17:45:08
325	3	"ARSHIN ALBAB"	1	1	1	MainDoor	2026-11-30 17:45:08
326	4	"SUBRAMANYA"	1	0	1	MainDoor	2026-11-30 18:45:32
326	4	"SUBRAMANYA"	1	1	1	MainDoor	2026-11-30 18:45:32
327	5	"SURESH"	1	0	1	MainDoor	2026-11-30 18:05:53
327	5	"SURESH"	1	1	1	MainDoor	2026-11-30 18:05:53
328	6	"SAI KIRAN"	1	0	1	MainDoor	2026-11-30 19:53:16
328	6	"SAI KIRAN"	1	1	1	MainDoor	2026-11-30 19:53:16
329	7	"KARTHIKEYAN"	1	0	1	MainDoor	2026-11-30 19:50:53
329	7	"KARTHIKEYAN"	1	1	1	MainDoor	2026-11-30 19:50:53
330	8	"JEEVAN"	1	0	1	MainDoor	2026-11-30 19:28:57
330	8	"JEEVAN"	1	1	1	MainDoor	2026-11-30 19:28:57
331	10	"RACHITH M R"	1	0	1	MainDoor	2026-11-30 19:29:52
331	10	"RACHITH M R"	1	1	1	MainDoor	2026-11-30 19:29:52
332	11	"ABHISHEK"	1	0	1	MainDoor	2026-11-30 19:17:18
332	11	"ABHISHEK"	1	1	1	MainDoor	2026-11-30 19:17:18
333	12	"PRITHESH"	1	0	1	MainDoor	2026-11-30 16:46:29
333	12	"PRITHESH"	1	1	1	MainDoor	2026-11-30 16:46:29
334	13	"GAUTHAM"	1	0	1	MainDoor	2026-11-30 17:14:03
334	13	"GAUTHAM"	1	1	1	MainDoor	2026-11-30 17:14:03
335	17	"SUBRAMANYA K P"	1	0	1	MainDoor	2026-11-30 17:39:47
335	17	"SUBRAMANYA K P"	1	1	1	MainDoor	2026-11-30 17:39:47
